"Trial","Year","AgeBucket","Age","Female","Male"
11,2032,1,85,2,3
11,2032,1,86,2,3
11,2032,1,87,2,3
11,2032,1,88,2,2
11,2032,1,89,2,2
11,2032,1,90,1,2
11,2032,1,91,1,2
11,2032,1,92,1,2
11,2032,1,93,1,2
11,2032,1,94,1,2
11,2032,1,95,1,2
11,2032,1,96,1,2
11,2032,1,97,1,2
11,2032,1,98,1,2
11,2032,1,99,1,2
11,2032,1,100,1,2
11,2033,1,0,101,101
11,2033,1,1,99,99
11,2033,1,2,94,95
11,2033,1,3,92,93
11,2033,1,4,94,95
11,2033,1,5,96,96
11,2033,1,6,95,95
11,2033,1,7,98,98
11,2033,1,8,97,96
11,2033,1,9,93,93
11,2033,1,10,95,94
11,2033,1,11,93,94
11,2033,1,12,86,87
11,2033,1,13,45,43
11,2033,1,14,45,44
11,2033,1,15,44,44
11,2033,1,16,44,44
11,2033,1,17,43,44
11,2033,1,18,43,44
11,2033,1,19,42,44
11,2033,1,20,42,45
11,2033,1,21,41,45
11,2033,1,22,41,45
11,2033,1,23,40,45
11,2033,1,24,40,45
11,2033,1,25,39,45
11,2033,1,26,39,45
11,2033,1,27,38,45
11,2033,1,28,38,45
11,2033,1,29,38,45
11,2033,1,30,37,45
11,2033,1,31,37,45
11,2033,1,32,36,45
11,2033,1,33,36,44
11,2033,1,34,35,44
11,2033,1,35,34,44
11,2033,1,36,34,43
11,2033,1,37,33,43
11,2033,1,38,33,42
11,2033,1,39,32,42
11,2033,1,40,32,41
11,2033,1,41,31,40
11,2033,1,42,31,39
11,2033,1,43,30,39
11,2033,1,44,29,38
11,2033,1,45,29,37
11,2033,1,46,28,36
11,2033,1,47,28,35
11,2033,1,48,27,34
11,2033,1,49,26,33
11,2033,1,50,26,32
11,2033,1,51,25,31
11,2033,1,52,24,30
11,2033,1,53,24,29
11,2033,1,54,23,28
11,2033,1,55,22,27
11,2033,1,56,21,26
11,2033,1,57,20,25
11,2033,1,58,20,24
11,2033,1,59,19,23
11,2033,1,60,18,21
11,2033,1,61,17,19
11,2033,1,62,16,18
11,2033,1,63,16,18
11,2033,1,64,15,17
11,2033,1,65,14,16
11,2033,1,66,13,15
11,2033,1,67,12,14
11,2033,1,68,12,13
11,2033,1,69,11,12
11,2033,1,70,10,12
11,2033,1,71,9,11
11,2033,1,72,9,10
11,2033,1,73,8,9
11,2033,1,74,7,8
11,2033,1,75,7,7
11,2033,1,76,5,6
11,2033,1,77,5,6
11,2033,1,78,5,6
11,2033,1,79,5,5
11,2033,1,80,4,5
11,2033,1,81,4,4
11,2033,1,82,4,4
11,2033,1,83,3,4
11,2033,1,84,3,3
11,2033,1,85,3,3
11,2033,1,86,2,3
11,2033,1,87,2,3
11,2033,1,88,2,3
11,2033,1,89,2,2
11,2033,1,90,2,2
11,2033,1,91,1,2
11,2033,1,92,1,2
11,2033,1,93,1,2
11,2033,1,94,1,2
11,2033,1,95,1,2
11,2033,1,96,1,2
11,2033,1,97,1,2
11,2033,1,98,1,2
11,2033,1,99,1,2
11,2033,1,100,1,2
11,2034,1,0,100,100
11,2034,1,1,101,101
11,2034,1,2,99,99
11,2034,1,3,94,95
11,2034,1,4,92,93
11,2034,1,5,94,95
11,2034,1,6,96,96
11,2034,1,7,95,95
11,2034,1,8,98,98
11,2034,1,9,97,96
11,2034,1,10,93,93
11,2034,1,11,95,94
11,2034,1,12,93,94
11,2034,1,13,86,87
11,2034,1,14,45,43
11,2034,1,15,45,44
11,2034,1,16,44,44
11,2034,1,17,44,44
11,2034,1,18,43,44
11,2034,1,19,43,44
11,2034,1,20,42,44
11,2034,1,21,42,45
11,2034,1,22,41,45
11,2034,1,23,41,45
11,2034,1,24,40,45
11,2034,1,25,40,45
11,2034,1,26,39,45
11,2034,1,27,39,45
11,2034,1,28,38,45
11,2034,1,29,38,45
11,2034,1,30,38,45
11,2034,1,31,37,45
11,2034,1,32,37,45
11,2034,1,33,36,45
11,2034,1,34,36,44
11,2034,1,35,35,44
11,2034,1,36,34,44
11,2034,1,37,34,43
11,2034,1,38,33,43
11,2034,1,39,33,42
11,2034,1,40,32,42
11,2034,1,41,32,41
11,2034,1,42,31,40
11,2034,1,43,31,39
11,2034,1,44,30,39
11,2034,1,45,29,38
11,2034,1,46,29,37
11,2034,1,47,28,36
11,2034,1,48,28,35
11,2034,1,49,27,34
11,2034,1,50,26,33
11,2034,1,51,26,32
11,2034,1,52,25,31
11,2034,1,53,24,30
11,2034,1,54,24,29
11,2034,1,55,23,28
11,2034,1,56,22,27
11,2034,1,57,21,26
11,2034,1,58,20,25
11,2034,1,59,20,24
11,2034,1,60,19,22
11,2034,1,61,18,20
11,2034,1,62,17,18
11,2034,1,63,16,17
11,2034,1,64,16,17
11,2034,1,65,15,16
11,2034,1,66,14,15
11,2034,1,67,13,15
11,2034,1,68,12,14
11,2034,1,69,12,13
11,2034,1,70,11,12
11,2034,1,71,10,12
11,2034,1,72,9,11
11,2034,1,73,9,10
11,2034,1,74,8,9
11,2034,1,75,6,7
11,2034,1,76,6,6
11,2034,1,77,5,6
11,2034,1,78,5,6
11,2034,1,79,5,6
11,2034,1,80,5,5
11,2034,1,81,4,5
11,2034,1,82,4,4
11,2034,1,83,4,4
11,2034,1,84,3,4
11,2034,1,85,3,3
11,2034,1,86,3,3
11,2034,1,87,2,3
11,2034,1,88,2,3
11,2034,1,89,2,3
11,2034,1,90,2,2
11,2034,1,91,2,2
11,2034,1,92,1,2
11,2034,1,93,1,2
11,2034,1,94,1,2
11,2034,1,95,1,2
11,2034,1,96,1,2
11,2034,1,97,1,2
11,2034,1,98,1,2
11,2034,1,99,1,2
11,2034,1,100,1,2
11,2035,1,0,100,101
11,2035,1,1,100,100
11,2035,1,2,101,101
11,2035,1,3,99,99
11,2035,1,4,94,95
11,2035,1,5,92,93
11,2035,1,6,94,95
11,2035,1,7,96,96
11,2035,1,8,95,95
11,2035,1,9,98,98
11,2035,1,10,97,96
11,2035,1,11,93,93
11,2035,1,12,95,94
11,2035,1,13,93,94
11,2035,1,14,86,87
11,2035,1,15,45,43
11,2035,1,16,45,44
11,2035,1,17,44,44
11,2035,1,18,44,44
11,2035,1,19,43,44
11,2035,1,20,43,44
11,2035,1,21,42,44
11,2035,1,22,42,45
11,2035,1,23,41,45
11,2035,1,24,41,45
11,2035,1,25,40,45
11,2035,1,26,40,45
11,2035,1,27,39,45
11,2035,1,28,39,45
11,2035,1,29,38,45
11,2035,1,30,38,45
11,2035,1,31,38,45
11,2035,1,32,37,45
11,2035,1,33,37,45
11,2035,1,34,36,45
11,2035,1,35,36,44
11,2035,1,36,35,44
11,2035,1,37,34,44
11,2035,1,38,34,43
11,2035,1,39,33,43
11,2035,1,40,33,42
11,2035,1,41,32,42
11,2035,1,42,32,41
11,2035,1,43,31,40
11,2035,1,44,31,39
11,2035,1,45,30,39
11,2035,1,46,29,38
11,2035,1,47,29,37
11,2035,1,48,28,36
11,2035,1,49,28,35
11,2035,1,50,27,34
11,2035,1,51,26,33
11,2035,1,52,26,32
11,2035,1,53,25,31
11,2035,1,54,24,30
11,2035,1,55,24,29
11,2035,1,56,23,28
11,2035,1,57,22,27
11,2035,1,58,21,26
11,2035,1,59,20,25
11,2035,1,60,20,23
11,2035,1,61,19,21
11,2035,1,62,18,20
11,2035,1,63,17,18
11,2035,1,64,16,17
11,2035,1,65,16,17
11,2035,1,66,15,16
11,2035,1,67,14,15
11,2035,1,68,13,15
11,2035,1,69,12,14
11,2035,1,70,12,13
11,2035,1,71,11,12
11,2035,1,72,10,12
11,2035,1,73,9,11
11,2035,1,74,9,10
11,2035,1,75,7,8
11,2035,1,76,6,6
11,2035,1,77,6,5
11,2035,1,78,5,5
11,2035,1,79,5,5
11,2035,1,80,5,5
11,2035,1,81,5,5
11,2035,1,82,4,5
11,2035,1,83,4,4
11,2035,1,84,4,4
11,2035,1,85,3,4
11,2035,1,86,3,3
11,2035,1,87,3,3
11,2035,1,88,2,3
11,2035,1,89,2,3
11,2035,1,90,2,3
11,2035,1,91,2,2
11,2035,1,92,2,2
11,2035,1,93,1,2
11,2035,1,94,1,2
11,2035,1,95,1,2
11,2035,1,96,1,2
11,2035,1,97,1,2
11,2035,1,98,1,2
11,2035,1,99,1,2
11,2035,1,100,1,2
11,2036,1,0,110,110
11,2036,1,1,100,101
11,2036,1,2,100,100
11,2036,1,3,101,101
11,2036,1,4,99,99
11,2036,1,5,94,95
11,2036,1,6,92,93
11,2036,1,7,94,95
11,2036,1,8,96,96
11,2036,1,9,95,95
11,2036,1,10,98,98
11,2036,1,11,97,96
11,2036,1,12,93,93
11,2036,1,13,95,94
11,2036,1,14,93,94
11,2036,1,15,86,87
11,2036,1,16,45,43
11,2036,1,17,45,44
11,2036,1,18,44,44
11,2036,1,19,44,44
11,2036,1,20,43,44
11,2036,1,21,43,44
11,2036,1,22,42,44
11,2036,1,23,42,45
11,2036,1,24,41,45
11,2036,1,25,41,45
11,2036,1,26,40,45
11,2036,1,27,40,45
11,2036,1,28,39,45
11,2036,1,29,39,45
11,2036,1,30,38,45
11,2036,1,31,38,45
11,2036,1,32,38,45
11,2036,1,33,37,45
11,2036,1,34,37,45
11,2036,1,35,36,45
11,2036,1,36,36,44
11,2036,1,37,35,44
11,2036,1,38,34,44
11,2036,1,39,34,43
11,2036,1,40,33,43
11,2036,1,41,33,42
11,2036,1,42,32,42
11,2036,1,43,32,41
11,2036,1,44,31,40
11,2036,1,45,31,39
11,2036,1,46,30,39
11,2036,1,47,29,38
11,2036,1,48,29,37
11,2036,1,49,28,36
11,2036,1,50,28,35
11,2036,1,51,27,34
11,2036,1,52,26,33
11,2036,1,53,26,32
11,2036,1,54,25,31
11,2036,1,55,24,30
11,2036,1,56,24,29
11,2036,1,57,23,28
11,2036,1,58,22,27
11,2036,1,59,21,26
11,2036,1,60,20,24
11,2036,1,61,20,22
11,2036,1,62,19,20
11,2036,1,63,18,19
11,2036,1,64,17,18
11,2036,1,65,16,17
11,2036,1,66,16,17
11,2036,1,67,15,16
11,2036,1,68,14,15
11,2036,1,69,13,15
11,2036,1,70,12,14
11,2036,1,71,12,13
11,2036,1,72,11,12
11,2036,1,73,10,12
11,2036,1,74,9,11
11,2036,1,75,8,9
11,2036,1,76,6,7
11,2036,1,77,6,5
11,2036,1,78,6,5
11,2036,1,79,5,5
11,2036,1,80,5,5
11,2036,1,81,5,5
11,2036,1,82,5,5
11,2036,1,83,4,5
11,2036,1,84,4,4
11,2036,1,85,4,4
11,2036,1,86,3,4
11,2036,1,87,3,3
11,2036,1,88,3,3
11,2036,1,89,2,3
11,2036,1,90,2,3
11,2036,1,91,2,3
11,2036,1,92,2,2
11,2036,1,93,2,2
11,2036,1,94,1,2
11,2036,1,95,1,2
11,2036,1,96,1,2
11,2036,1,97,1,2
11,2036,1,98,1,2
11,2036,1,99,1,2
11,2036,1,100,1,2
11,2037,1,0,115,113
11,2037,1,1,110,110
11,2037,1,2,100,101
11,2037,1,3,100,100
11,2037,1,4,101,101
11,2037,1,5,99,99
11,2037,1,6,94,95
11,2037,1,7,92,93
11,2037,1,8,94,95
11,2037,1,9,96,96
11,2037,1,10,95,95
11,2037,1,11,98,98
11,2037,1,12,97,96
11,2037,1,13,93,93
11,2037,1,14,95,94
11,2037,1,15,93,94
11,2037,1,16,86,87
11,2037,1,17,45,43
11,2037,1,18,45,44
11,2037,1,19,44,44
11,2037,1,20,44,44
11,2037,1,21,43,44
11,2037,1,22,43,44
11,2037,1,23,42,44
11,2037,1,24,42,45
11,2037,1,25,41,45
11,2037,1,26,41,45
11,2037,1,27,40,45
11,2037,1,28,40,45
11,2037,1,29,39,45
11,2037,1,30,39,45
11,2037,1,31,38,45
11,2037,1,32,38,45
11,2037,1,33,38,45
11,2037,1,34,37,45
11,2037,1,35,37,45
11,2037,1,36,36,45
11,2037,1,37,36,44
11,2037,1,38,35,44
11,2037,1,39,34,44
11,2037,1,40,34,43
11,2037,1,41,33,43
11,2037,1,42,33,42
11,2037,1,43,32,42
11,2037,1,44,32,41
11,2037,1,45,31,40
11,2037,1,46,31,39
11,2037,1,47,30,39
11,2037,1,48,29,38
11,2037,1,49,29,37
11,2037,1,50,28,36
11,2037,1,51,28,35
11,2037,1,52,27,34
11,2037,1,53,26,33
11,2037,1,54,26,32
11,2037,1,55,25,31
11,2037,1,56,24,30
11,2037,1,57,24,29
11,2037,1,58,23,28
11,2037,1,59,22,27
11,2037,1,60,21,25
11,2037,1,61,20,23
11,2037,1,62,20,21
11,2037,1,63,19,19
11,2037,1,64,18,18
11,2037,1,65,17,17
11,2037,1,66,16,17
11,2037,1,67,16,17
11,2037,1,68,15,16
11,2037,1,69,14,15
11,2037,1,70,13,15
11,2037,1,71,12,14
11,2037,1,72,12,13
11,2037,1,73,11,12
11,2037,1,74,10,12
11,2037,1,75,8,10
11,2037,1,76,8,8
11,2037,1,77,6,7
11,2037,1,78,6,5
11,2037,1,79,6,5
11,2037,1,80,5,5
11,2037,1,81,5,5
11,2037,1,82,5,5
11,2037,1,83,5,5
11,2037,1,84,4,5
11,2037,1,85,4,4
11,2037,1,86,4,4
11,2037,1,87,3,4
11,2037,1,88,3,3
11,2037,1,89,3,3
11,2037,1,90,2,3
11,2037,1,91,2,3
11,2037,1,92,2,3
11,2037,1,93,2,2
11,2037,1,94,2,2
11,2037,1,95,1,2
11,2037,1,96,1,2
11,2037,1,97,1,2
11,2037,1,98,1,2
11,2037,1,99,1,2
11,2037,1,100,1,2
11,2038,1,0,120,117
11,2038,1,1,115,113
11,2038,1,2,110,110
11,2038,1,3,100,101
11,2038,1,4,100,100
11,2038,1,5,101,101
11,2038,1,6,99,99
11,2038,1,7,94,95
11,2038,1,8,92,93
11,2038,1,9,94,95
11,2038,1,10,96,96
11,2038,1,11,95,95
11,2038,1,12,98,98
11,2038,1,13,97,96
11,2038,1,14,93,93
11,2038,1,15,95,94
11,2038,1,16,93,94
11,2038,1,17,86,87
11,2038,1,18,45,43
11,2038,1,19,45,44
11,2038,1,20,44,44
11,2038,1,21,44,44
11,2038,1,22,43,44
11,2038,1,23,43,44
11,2038,1,24,42,44
11,2038,1,25,42,45
11,2038,1,26,41,45
11,2038,1,27,41,45
11,2038,1,28,40,45
11,2038,1,29,40,45
11,2038,1,30,39,45
11,2038,1,31,39,45
11,2038,1,32,38,45
11,2038,1,33,38,45
11,2038,1,34,38,45
11,2038,1,35,37,45
11,2038,1,36,37,45
11,2038,1,37,36,45
11,2038,1,38,36,44
11,2038,1,39,35,44
11,2038,1,40,34,44
11,2038,1,41,34,43
11,2038,1,42,33,43
11,2038,1,43,33,42
11,2038,1,44,32,42
11,2038,1,45,32,41
11,2038,1,46,31,40
11,2038,1,47,31,39
11,2038,1,48,30,39
11,2038,1,49,29,38
11,2038,1,50,29,37
11,2038,1,51,28,36
11,2038,1,52,28,35
11,2038,1,53,27,34
11,2038,1,54,26,33
11,2038,1,55,26,32
11,2038,1,56,25,31
11,2038,1,57,24,30
11,2038,1,58,24,29
11,2038,1,59,23,28
11,2038,1,60,22,26
11,2038,1,61,21,24
11,2038,1,62,20,22
11,2038,1,63,20,20
11,2038,1,64,19,18
11,2038,1,65,18,17
11,2038,1,66,17,17
11,2038,1,67,16,17
11,2038,1,68,16,17
11,2038,1,69,15,16
11,2038,1,70,14,15
11,2038,1,71,13,15
11,2038,1,72,12,14
11,2038,1,73,12,13
11,2038,1,74,11,12
11,2038,1,75,9,11
11,2038,1,76,8,9
11,2038,1,77,8,7
11,2038,1,78,6,7
11,2038,1,79,6,5
11,2038,1,80,6,5
11,2038,1,81,5,5
11,2038,1,82,5,5
11,2038,1,83,5,5
11,2038,1,84,5,5
11,2038,1,85,4,5
11,2038,1,86,4,4
11,2038,1,87,4,4
11,2038,1,88,3,4
11,2038,1,89,3,3
11,2038,1,90,3,3
11,2038,1,91,2,3
11,2038,1,92,2,3
11,2038,1,93,2,3
11,2038,1,94,2,2
11,2038,1,95,2,2
11,2038,1,96,1,2
11,2038,1,97,1,2
11,2038,1,98,1,2
11,2038,1,99,1,2
11,2038,1,100,1,2
11,2039,1,0,129,129
11,2039,1,1,120,117
11,2039,1,2,115,113
11,2039,1,3,110,110
11,2039,1,4,100,101
11,2039,1,5,100,100
11,2039,1,6,101,101
11,2039,1,7,99,99
11,2039,1,8,94,95
11,2039,1,9,92,93
11,2039,1,10,94,95
11,2039,1,11,96,96
11,2039,1,12,95,95
11,2039,1,13,98,98
11,2039,1,14,97,96
11,2039,1,15,93,93
11,2039,1,16,95,94
11,2039,1,17,93,94
11,2039,1,18,86,87
11,2039,1,19,45,43
11,2039,1,20,45,44
11,2039,1,21,44,44
11,2039,1,22,44,44
11,2039,1,23,43,44
11,2039,1,24,43,44
11,2039,1,25,42,44
11,2039,1,26,42,45
11,2039,1,27,41,45
11,2039,1,28,41,45
11,2039,1,29,40,45
11,2039,1,30,40,45
11,2039,1,31,39,45
11,2039,1,32,39,45
11,2039,1,33,38,45
11,2039,1,34,38,45
11,2039,1,35,38,45
11,2039,1,36,37,45
11,2039,1,37,37,45
11,2039,1,38,36,45
11,2039,1,39,36,44
11,2039,1,40,35,44
11,2039,1,41,34,44
11,2039,1,42,34,43
11,2039,1,43,33,43
11,2039,1,44,33,42
11,2039,1,45,32,42
11,2039,1,46,32,41
11,2039,1,47,31,40
11,2039,1,48,31,39
11,2039,1,49,30,39
11,2039,1,50,29,38
11,2039,1,51,29,37
11,2039,1,52,28,36
11,2039,1,53,28,35
11,2039,1,54,27,34
11,2039,1,55,26,33
11,2039,1,56,26,32
11,2039,1,57,25,31
11,2039,1,58,24,30
11,2039,1,59,24,29
11,2039,1,60,22,27
11,2039,1,61,21,25
11,2039,1,62,21,23
11,2039,1,63,20,22
11,2039,1,64,20,20
11,2039,1,65,19,18
11,2039,1,66,18,17
11,2039,1,67,17,17
11,2039,1,68,16,17
11,2039,1,69,16,17
11,2039,1,70,15,16
11,2039,1,71,14,15
11,2039,1,72,13,15
11,2039,1,73,12,14
11,2039,1,74,12,13
11,2039,1,75,10,11
11,2039,1,76,8,10
11,2039,1,77,8,8
11,2039,1,78,8,6
11,2039,1,79,6,6
11,2039,1,80,6,5
11,2039,1,81,6,5
11,2039,1,82,5,5
11,2039,1,83,5,5
11,2039,1,84,5,5
11,2039,1,85,5,5
11,2039,1,86,4,5
11,2039,1,87,4,4
11,2039,1,88,4,4
11,2039,1,89,3,4
11,2039,1,90,3,3
11,2039,1,91,3,3
11,2039,1,92,2,3
11,2039,1,93,2,3
11,2039,1,94,2,3
11,2039,1,95,2,2
11,2039,1,96,2,2
11,2039,1,97,1,2
11,2039,1,98,1,2
11,2039,1,99,1,2
11,2039,1,100,1,2
11,2040,1,0,141,142
11,2040,1,1,129,129
11,2040,1,2,120,117
11,2040,1,3,115,113
11,2040,1,4,110,110
11,2040,1,5,100,101
11,2040,1,6,100,100
11,2040,1,7,101,101
11,2040,1,8,99,99
11,2040,1,9,94,95
11,2040,1,10,92,93
11,2040,1,11,94,95
11,2040,1,12,96,96
11,2040,1,13,95,95
11,2040,1,14,98,98
11,2040,1,15,97,96
11,2040,1,16,93,93
11,2040,1,17,95,94
11,2040,1,18,93,94
11,2040,1,19,86,87
11,2040,1,20,45,43
11,2040,1,21,45,44
11,2040,1,22,44,44
11,2040,1,23,44,44
11,2040,1,24,43,44
11,2040,1,25,43,44
11,2040,1,26,42,44
11,2040,1,27,42,45
11,2040,1,28,41,45
11,2040,1,29,41,45
11,2040,1,30,40,45
11,2040,1,31,40,45
11,2040,1,32,39,45
11,2040,1,33,39,45
11,2040,1,34,38,45
11,2040,1,35,38,45
11,2040,1,36,38,45
11,2040,1,37,37,45
11,2040,1,38,37,45
11,2040,1,39,36,45
11,2040,1,40,36,44
11,2040,1,41,35,44
11,2040,1,42,34,44
11,2040,1,43,34,43
11,2040,1,44,33,43
11,2040,1,45,33,42
11,2040,1,46,32,42
11,2040,1,47,32,41
11,2040,1,48,31,40
11,2040,1,49,31,39
11,2040,1,50,30,39
11,2040,1,51,29,38
11,2040,1,52,29,37
11,2040,1,53,28,36
11,2040,1,54,28,35
11,2040,1,55,27,34
11,2040,1,56,26,33
11,2040,1,57,26,32
11,2040,1,58,25,31
11,2040,1,59,24,30
11,2040,1,60,23,28
11,2040,1,61,21,26
11,2040,1,62,21,24
11,2040,1,63,21,22
11,2040,1,64,20,21
11,2040,1,65,20,20
11,2040,1,66,19,18
11,2040,1,67,18,17
11,2040,1,68,17,17
11,2040,1,69,16,17
11,2040,1,70,16,17
11,2040,1,71,15,16
11,2040,1,72,14,15
11,2040,1,73,13,15
11,2040,1,74,12,14
11,2040,1,75,11,12
11,2040,1,76,9,10
11,2040,1,77,8,9
11,2040,1,78,8,7
11,2040,1,79,8,5
11,2040,1,80,6,5
11,2040,1,81,6,4
11,2040,1,82,6,4
11,2040,1,83,5,4
11,2040,1,84,5,4
11,2040,1,85,5,4
11,2040,1,86,5,4
11,2040,1,87,4,4
11,2040,1,88,4,4
11,2040,1,89,4,4
11,2040,1,90,3,4
11,2040,1,91,3,3
11,2040,1,92,3,3
11,2040,1,93,2,3
11,2040,1,94,2,3
11,2040,1,95,2,3
11,2040,1,96,2,2
11,2040,1,97,2,2
11,2040,1,98,1,2
11,2040,1,99,1,2
11,2040,1,100,1,2
11,2041,1,0,148,149
11,2041,1,1,141,142
11,2041,1,2,129,129
11,2041,1,3,120,117
11,2041,1,4,115,113
11,2041,1,5,110,110
11,2041,1,6,100,101
11,2041,1,7,100,100
11,2041,1,8,101,101
11,2041,1,9,99,99
11,2041,1,10,94,95
11,2041,1,11,92,93
11,2041,1,12,94,95
11,2041,1,13,96,96
11,2041,1,14,95,95
11,2041,1,15,98,98
11,2041,1,16,97,96
11,2041,1,17,93,93
11,2041,1,18,95,94
11,2041,1,19,93,94
11,2041,1,20,86,87
11,2041,1,21,45,43
11,2041,1,22,45,44
11,2041,1,23,44,44
11,2041,1,24,44,44
11,2041,1,25,43,44
11,2041,1,26,43,44
11,2041,1,27,42,44
11,2041,1,28,42,45
11,2041,1,29,41,45
11,2041,1,30,41,45
11,2041,1,31,40,45
11,2041,1,32,40,45
11,2041,1,33,39,45
11,2041,1,34,39,45
11,2041,1,35,38,45
11,2041,1,36,38,45
11,2041,1,37,38,45
11,2041,1,38,37,45
11,2041,1,39,37,45
11,2041,1,40,36,45
11,2041,1,41,36,44
11,2041,1,42,35,44
11,2041,1,43,34,44
11,2041,1,44,34,43
11,2041,1,45,33,43
11,2041,1,46,33,42
11,2041,1,47,32,42
11,2041,1,48,32,41
11,2041,1,49,31,40
11,2041,1,50,31,39
11,2041,1,51,30,39
11,2041,1,52,29,38
11,2041,1,53,29,37
11,2041,1,54,28,36
11,2041,1,55,28,35
11,2041,1,56,27,34
11,2041,1,57,26,33
11,2041,1,58,26,32
11,2041,1,59,25,31
11,2041,1,60,24,29
11,2041,1,61,23,27
11,2041,1,62,21,25
11,2041,1,63,21,23
11,2041,1,64,21,22
11,2041,1,65,20,21
11,2041,1,66,20,20
11,2041,1,67,19,18
11,2041,1,68,18,17
11,2041,1,69,17,17
11,2041,1,70,16,17
11,2041,1,71,16,17
11,2041,1,72,15,16
11,2041,1,73,14,15
11,2041,1,74,13,15
11,2041,1,75,11,12
11,2041,1,76,10,11
11,2041,1,77,8,9
11,2041,1,78,7,8
11,2041,1,79,7,6
11,2041,1,80,7,4
11,2041,1,81,6,4
11,2041,1,82,6,4
11,2041,1,83,6,4
11,2041,1,84,5,4
11,2041,1,85,5,4
11,2041,1,86,5,4
11,2041,1,87,5,4
11,2041,1,88,4,4
11,2041,1,89,4,4
11,2041,1,90,4,4
11,2041,1,91,3,4
11,2041,1,92,3,3
11,2041,1,93,3,3
11,2041,1,94,2,3
11,2041,1,95,2,3
11,2041,1,96,2,3
11,2041,1,97,2,2
11,2041,1,98,2,2
11,2041,1,99,1,2
11,2041,1,100,1,2
12,2020,1,0,45,43
12,2020,1,1,45,44
12,2020,1,2,44,44
12,2020,1,3,44,44
12,2020,1,4,43,44
12,2020,1,5,43,44
12,2020,1,6,42,44
12,2020,1,7,42,45
12,2020,1,8,41,45
12,2020,1,9,41,45
12,2020,1,10,40,45
12,2020,1,11,40,45
12,2020,1,12,39,45
12,2020,1,13,39,45
12,2020,1,14,38,45
12,2020,1,15,38,45
12,2020,1,16,38,45
12,2020,1,17,37,45
12,2020,1,18,37,45
12,2020,1,19,36,45
12,2020,1,20,36,44
12,2020,1,21,35,44
12,2020,1,22,34,44
12,2020,1,23,34,43
12,2020,1,24,33,43
12,2020,1,25,33,42
12,2020,1,26,32,42
12,2020,1,27,32,41
12,2020,1,28,31,40
12,2020,1,29,31,39
12,2020,1,30,30,39
12,2020,1,31,29,38
12,2020,1,32,29,37
12,2020,1,33,28,36
12,2020,1,34,28,35
12,2020,1,35,27,34
12,2020,1,36,26,33
12,2020,1,37,26,32
12,2020,1,38,25,31
12,2020,1,39,24,30
12,2020,1,40,24,29
12,2020,1,41,23,28
12,2020,1,42,22,27
12,2020,1,43,21,26
12,2020,1,44,20,25
12,2020,1,45,20,24
12,2020,1,46,19,23
12,2020,1,47,18,22
12,2020,1,48,17,20
12,2020,1,49,16,19
12,2020,1,50,16,18
12,2020,1,51,15,17
12,2020,1,52,14,16
12,2020,1,53,13,15
12,2020,1,54,12,14
12,2020,1,55,12,13
12,2020,1,56,11,12
12,2020,1,57,10,12
12,2020,1,58,9,11
12,2020,1,59,9,10
12,2020,1,60,8,9
12,2020,1,61,7,8
12,2020,1,62,7,8
12,2020,1,63,6,7
12,2020,1,64,6,6
12,2020,1,65,5,6
12,2020,1,66,5,5
12,2020,1,67,4,5
12,2020,1,68,4,4
12,2020,1,69,4,4
12,2020,1,70,3,4
12,2020,1,71,3,3
12,2020,1,72,3,3
12,2020,1,73,2,3
12,2020,1,74,2,3
12,2020,1,75,2,3
12,2020,1,76,2,2
12,2020,1,77,2,2
12,2020,1,78,1,2
12,2020,1,79,1,2
12,2020,1,80,1,2
12,2020,1,81,1,2
12,2020,1,82,1,2
12,2020,1,83,1,2
12,2020,1,84,1,2
12,2020,1,85,1,2
12,2020,1,86,1,2
12,2020,1,87,1,2
12,2020,1,88,1,2
12,2020,1,89,1,2
12,2020,1,90,1,2
12,2020,1,91,0,2
12,2020,1,92,0,2
12,2020,1,93,0,2
12,2020,1,94,0,2
12,2020,1,95,0,2
12,2020,1,96,0,2
12,2020,1,97,0,2
12,2020,1,98,0,2
12,2020,1,99,0,2
12,2020,1,100,0,2
12,2021,1,0,88,89
12,2021,1,1,45,43
12,2021,1,2,45,44
12,2021,1,3,44,44
12,2021,1,4,44,44
12,2021,1,5,43,44
12,2021,1,6,43,44
12,2021,1,7,42,44
12,2021,1,8,42,45
12,2021,1,9,41,45
12,2021,1,10,41,45
12,2021,1,11,40,45
12,2021,1,12,40,45
12,2021,1,13,39,45
12,2021,1,14,39,45
12,2021,1,15,38,45
12,2021,1,16,38,45
12,2021,1,17,38,45
12,2021,1,18,37,45
12,2021,1,19,37,45
12,2021,1,20,36,45
12,2021,1,21,36,44
12,2021,1,22,35,44
12,2021,1,23,34,44
12,2021,1,24,34,43
12,2021,1,25,33,43
12,2021,1,26,33,42
12,2021,1,27,32,42
12,2021,1,28,32,41
12,2021,1,29,31,40
12,2021,1,30,31,39
12,2021,1,31,30,39
12,2021,1,32,29,38
12,2021,1,33,29,37
12,2021,1,34,28,36
12,2021,1,35,28,35
12,2021,1,36,27,34
12,2021,1,37,26,33
12,2021,1,38,26,32
12,2021,1,39,25,31
12,2021,1,40,24,30
12,2021,1,41,24,29
12,2021,1,42,23,28
12,2021,1,43,22,27
12,2021,1,44,21,26
12,2021,1,45,20,25
12,2021,1,46,20,24
12,2021,1,47,19,23
12,2021,1,48,18,22
