"Trial","Year","AgeBucket","Age","Female","Male"
96,2038,1,36,37,45
96,2038,1,37,36,45
96,2038,1,38,36,44
96,2038,1,39,35,44
96,2038,1,40,34,44
96,2038,1,41,34,43
96,2038,1,42,33,43
96,2038,1,43,33,42
96,2038,1,44,32,42
96,2038,1,45,32,41
96,2038,1,46,31,40
96,2038,1,47,31,39
96,2038,1,48,30,39
96,2038,1,49,29,38
96,2038,1,50,29,37
96,2038,1,51,28,36
96,2038,1,52,28,35
96,2038,1,53,27,34
96,2038,1,54,26,33
96,2038,1,55,26,32
96,2038,1,56,25,31
96,2038,1,57,24,30
96,2038,1,58,24,29
96,2038,1,59,23,28
96,2038,1,60,22,26
96,2038,1,61,21,24
96,2038,1,62,20,22
96,2038,1,63,20,22
96,2038,1,64,19,21
96,2038,1,65,18,20
96,2038,1,66,17,18
96,2038,1,67,16,17
96,2038,1,68,16,15
96,2038,1,69,15,14
96,2038,1,70,14,14
96,2038,1,71,13,14
96,2038,1,72,12,13
96,2038,1,73,12,13
96,2038,1,74,11,12
96,2038,1,75,9,11
96,2038,1,76,7,9
96,2038,1,77,7,7
96,2038,1,78,6,5
96,2038,1,79,6,5
96,2038,1,80,6,4
96,2038,1,81,6,4
96,2038,1,82,6,4
96,2038,1,83,5,4
96,2038,1,84,5,4
96,2038,1,85,4,4
96,2038,1,86,4,4
96,2038,1,87,4,4
96,2038,1,88,3,4
96,2038,1,89,3,3
96,2038,1,90,3,3
96,2038,1,91,2,3
96,2038,1,92,2,3
96,2038,1,93,2,3
96,2038,1,94,2,2
96,2038,1,95,2,2
96,2038,1,96,1,2
96,2038,1,97,1,2
96,2038,1,98,1,2
96,2038,1,99,1,2
96,2038,1,100,1,2
96,2039,1,0,153,152
96,2039,1,1,150,151
96,2039,1,2,141,141
96,2039,1,3,125,124
96,2039,1,4,109,109
96,2039,1,5,103,104
96,2039,1,6,102,103
96,2039,1,7,99,99
96,2039,1,8,96,96
96,2039,1,9,101,99
96,2039,1,10,96,94
96,2039,1,11,98,96
96,2039,1,12,93,91
96,2039,1,13,92,90
96,2039,1,14,97,96
96,2039,1,15,93,91
96,2039,1,16,91,90
96,2039,1,17,93,93
96,2039,1,18,95,94
96,2039,1,19,45,43
96,2039,1,20,45,44
96,2039,1,21,44,44
96,2039,1,22,44,44
96,2039,1,23,43,44
96,2039,1,24,43,44
96,2039,1,25,42,44
96,2039,1,26,42,45
96,2039,1,27,41,45
96,2039,1,28,41,45
96,2039,1,29,40,45
96,2039,1,30,40,45
96,2039,1,31,39,45
96,2039,1,32,39,45
96,2039,1,33,38,45
96,2039,1,34,38,45
96,2039,1,35,38,45
96,2039,1,36,37,45
96,2039,1,37,37,45
96,2039,1,38,36,45
96,2039,1,39,36,44
96,2039,1,40,35,44
96,2039,1,41,34,44
96,2039,1,42,34,43
96,2039,1,43,33,43
96,2039,1,44,33,42
96,2039,1,45,32,42
96,2039,1,46,32,41
96,2039,1,47,31,40
96,2039,1,48,31,39
96,2039,1,49,30,39
96,2039,1,50,29,38
96,2039,1,51,29,37
96,2039,1,52,28,36
96,2039,1,53,28,35
96,2039,1,54,27,34
96,2039,1,55,26,33
96,2039,1,56,26,32
96,2039,1,57,25,31
96,2039,1,58,24,30
96,2039,1,59,24,29
96,2039,1,60,23,27
96,2039,1,61,22,25
96,2039,1,62,21,23
96,2039,1,63,20,22
96,2039,1,64,20,22
96,2039,1,65,19,21
96,2039,1,66,18,20
96,2039,1,67,17,18
96,2039,1,68,16,17
96,2039,1,69,16,15
96,2039,1,70,15,14
96,2039,1,71,14,14
96,2039,1,72,13,14
96,2039,1,73,12,13
96,2039,1,74,12,13
96,2039,1,75,10,11
96,2039,1,76,8,10
96,2039,1,77,7,8
96,2039,1,78,7,6
96,2039,1,79,6,5
96,2039,1,80,6,5
96,2039,1,81,6,4
96,2039,1,82,6,4
96,2039,1,83,6,4
96,2039,1,84,5,4
96,2039,1,85,5,4
96,2039,1,86,4,4
96,2039,1,87,4,4
96,2039,1,88,4,4
96,2039,1,89,3,4
96,2039,1,90,3,3
96,2039,1,91,3,3
96,2039,1,92,2,3
96,2039,1,93,2,3
96,2039,1,94,2,3
96,2039,1,95,2,2
96,2039,1,96,2,2
96,2039,1,97,1,2
96,2039,1,98,1,2
96,2039,1,99,1,2
96,2039,1,100,1,2
96,2040,1,0,165,163
96,2040,1,1,153,152
96,2040,1,2,150,151
96,2040,1,3,141,141
96,2040,1,4,125,124
96,2040,1,5,109,109
96,2040,1,6,103,104
96,2040,1,7,102,103
96,2040,1,8,99,99
96,2040,1,9,96,96
96,2040,1,10,101,99
96,2040,1,11,96,94
96,2040,1,12,98,96
96,2040,1,13,93,91
96,2040,1,14,92,90
96,2040,1,15,97,96
96,2040,1,16,93,91
96,2040,1,17,91,90
96,2040,1,18,93,93
96,2040,1,19,95,94
96,2040,1,20,45,43
96,2040,1,21,45,44
96,2040,1,22,44,44
96,2040,1,23,44,44
96,2040,1,24,43,44
96,2040,1,25,43,44
96,2040,1,26,42,44
96,2040,1,27,42,45
96,2040,1,28,41,45
96,2040,1,29,41,45
96,2040,1,30,40,45
96,2040,1,31,40,45
96,2040,1,32,39,45
96,2040,1,33,39,45
96,2040,1,34,38,45
96,2040,1,35,38,45
96,2040,1,36,38,45
96,2040,1,37,37,45
96,2040,1,38,37,45
96,2040,1,39,36,45
96,2040,1,40,36,44
96,2040,1,41,35,44
96,2040,1,42,34,44
96,2040,1,43,34,43
96,2040,1,44,33,43
96,2040,1,45,33,42
96,2040,1,46,32,42
96,2040,1,47,32,41
96,2040,1,48,31,40
96,2040,1,49,31,39
96,2040,1,50,30,39
96,2040,1,51,29,38
96,2040,1,52,29,37
96,2040,1,53,28,36
96,2040,1,54,28,35
96,2040,1,55,27,34
96,2040,1,56,26,33
96,2040,1,57,26,32
96,2040,1,58,25,31
96,2040,1,59,24,30
96,2040,1,60,24,28
96,2040,1,61,23,26
96,2040,1,62,22,24
96,2040,1,63,21,22
96,2040,1,64,20,22
96,2040,1,65,20,22
96,2040,1,66,19,21
96,2040,1,67,18,20
96,2040,1,68,17,18
96,2040,1,69,16,17
96,2040,1,70,16,15
96,2040,1,71,15,14
96,2040,1,72,14,14
96,2040,1,73,13,14
96,2040,1,74,12,13
96,2040,1,75,11,12
96,2040,1,76,10,10
96,2040,1,77,8,9
96,2040,1,78,7,7
96,2040,1,79,7,6
96,2040,1,80,6,5
96,2040,1,81,6,5
96,2040,1,82,6,4
96,2040,1,83,6,4
96,2040,1,84,6,4
96,2040,1,85,5,4
96,2040,1,86,5,4
96,2040,1,87,4,4
96,2040,1,88,4,4
96,2040,1,89,4,4
96,2040,1,90,3,4
96,2040,1,91,3,3
96,2040,1,92,3,3
96,2040,1,93,2,3
96,2040,1,94,2,3
96,2040,1,95,2,3
96,2040,1,96,2,2
96,2040,1,97,2,2
96,2040,1,98,1,2
96,2040,1,99,1,2
96,2040,1,100,1,2
96,2041,1,0,172,170
96,2041,1,1,165,163
96,2041,1,2,153,152
96,2041,1,3,150,151
96,2041,1,4,141,141
96,2041,1,5,125,124
96,2041,1,6,109,109
96,2041,1,7,103,104
96,2041,1,8,102,103
96,2041,1,9,99,99
96,2041,1,10,96,96
96,2041,1,11,101,99
96,2041,1,12,96,94
96,2041,1,13,98,96
96,2041,1,14,93,91
96,2041,1,15,92,90
96,2041,1,16,97,96
96,2041,1,17,93,91
96,2041,1,18,91,90
96,2041,1,19,93,93
96,2041,1,20,95,94
96,2041,1,21,45,43
96,2041,1,22,45,44
96,2041,1,23,44,44
96,2041,1,24,44,44
96,2041,1,25,43,44
96,2041,1,26,43,44
96,2041,1,27,42,44
96,2041,1,28,42,45
96,2041,1,29,41,45
96,2041,1,30,41,45
96,2041,1,31,40,45
96,2041,1,32,40,45
96,2041,1,33,39,45
96,2041,1,34,39,45
96,2041,1,35,38,45
96,2041,1,36,38,45
96,2041,1,37,38,45
96,2041,1,38,37,45
96,2041,1,39,37,45
96,2041,1,40,36,45
96,2041,1,41,36,44
96,2041,1,42,35,44
96,2041,1,43,34,44
96,2041,1,44,34,43
96,2041,1,45,33,43
96,2041,1,46,33,42
96,2041,1,47,32,42
96,2041,1,48,32,41
96,2041,1,49,31,40
96,2041,1,50,31,39
96,2041,1,51,30,39
96,2041,1,52,29,38
96,2041,1,53,29,37
96,2041,1,54,28,36
96,2041,1,55,28,35
96,2041,1,56,27,34
96,2041,1,57,26,33
96,2041,1,58,26,32
96,2041,1,59,25,31
96,2041,1,60,24,29
96,2041,1,61,24,27
96,2041,1,62,23,25
96,2041,1,63,22,23
96,2041,1,64,21,21
96,2041,1,65,20,21
96,2041,1,66,20,21
96,2041,1,67,19,20
96,2041,1,68,18,20
96,2041,1,69,17,18
96,2041,1,70,16,17
96,2041,1,71,16,15
96,2041,1,72,15,14
96,2041,1,73,14,14
96,2041,1,74,13,14
96,2041,1,75,11,12
96,2041,1,76,10,11
96,2041,1,77,10,9
96,2041,1,78,8,8
96,2041,1,79,7,7
96,2041,1,80,7,6
96,2041,1,81,6,5
96,2041,1,82,6,5
96,2041,1,83,6,4
96,2041,1,84,6,4
96,2041,1,85,6,4
96,2041,1,86,5,4
96,2041,1,87,5,4
96,2041,1,88,4,4
96,2041,1,89,4,4
96,2041,1,90,4,4
96,2041,1,91,3,4
96,2041,1,92,3,3
96,2041,1,93,3,3
96,2041,1,94,2,3
96,2041,1,95,2,3
96,2041,1,96,2,3
96,2041,1,97,2,2
96,2041,1,98,2,2
96,2041,1,99,1,2
96,2041,1,100,1,2
97,2020,1,0,45,43
97,2020,1,1,45,44
97,2020,1,2,44,44
97,2020,1,3,44,44
97,2020,1,4,43,44
97,2020,1,5,43,44
97,2020,1,6,42,44
97,2020,1,7,42,45
97,2020,1,8,41,45
97,2020,1,9,41,45
97,2020,1,10,40,45
97,2020,1,11,40,45
97,2020,1,12,39,45
97,2020,1,13,39,45
97,2020,1,14,38,45
97,2020,1,15,38,45
97,2020,1,16,38,45
97,2020,1,17,37,45
97,2020,1,18,37,45
97,2020,1,19,36,45
97,2020,1,20,36,44
97,2020,1,21,35,44
97,2020,1,22,34,44
97,2020,1,23,34,43
97,2020,1,24,33,43
97,2020,1,25,33,42
97,2020,1,26,32,42
97,2020,1,27,32,41
97,2020,1,28,31,40
97,2020,1,29,31,39
97,2020,1,30,30,39
97,2020,1,31,29,38
97,2020,1,32,29,37
97,2020,1,33,28,36
97,2020,1,34,28,35
97,2020,1,35,27,34
97,2020,1,36,26,33
97,2020,1,37,26,32
97,2020,1,38,25,31
97,2020,1,39,24,30
97,2020,1,40,24,29
97,2020,1,41,23,28
97,2020,1,42,22,27
97,2020,1,43,21,26
97,2020,1,44,20,25
97,2020,1,45,20,24
97,2020,1,46,19,23
97,2020,1,47,18,22
97,2020,1,48,17,20
97,2020,1,49,16,19
97,2020,1,50,16,18
97,2020,1,51,15,17
97,2020,1,52,14,16
97,2020,1,53,13,15
97,2020,1,54,12,14
97,2020,1,55,12,13
97,2020,1,56,11,12
97,2020,1,57,10,12
97,2020,1,58,9,11
97,2020,1,59,9,10
97,2020,1,60,8,9
97,2020,1,61,7,8
97,2020,1,62,7,8
97,2020,1,63,6,7
97,2020,1,64,6,6
97,2020,1,65,5,6
97,2020,1,66,5,5
97,2020,1,67,4,5
97,2020,1,68,4,4
97,2020,1,69,4,4
97,2020,1,70,3,4
97,2020,1,71,3,3
97,2020,1,72,3,3
97,2020,1,73,2,3
97,2020,1,74,2,3
97,2020,1,75,2,3
97,2020,1,76,2,2
97,2020,1,77,2,2
97,2020,1,78,1,2
97,2020,1,79,1,2
97,2020,1,80,1,2
97,2020,1,81,1,2
97,2020,1,82,1,2
97,2020,1,83,1,2
97,2020,1,84,1,2
97,2020,1,85,1,2
97,2020,1,86,1,2
97,2020,1,87,1,2
97,2020,1,88,1,2
97,2020,1,89,1,2
97,2020,1,90,1,2
97,2020,1,91,0,2
97,2020,1,92,0,2
97,2020,1,93,0,2
97,2020,1,94,0,2
97,2020,1,95,0,2
97,2020,1,96,0,2
97,2020,1,97,0,2
97,2020,1,98,0,2
97,2020,1,99,0,2
97,2020,1,100,0,2
97,2021,1,0,90,88
97,2021,1,1,45,43
97,2021,1,2,45,44
97,2021,1,3,44,44
97,2021,1,4,44,44
97,2021,1,5,43,44
97,2021,1,6,43,44
97,2021,1,7,42,44
97,2021,1,8,42,45
97,2021,1,9,41,45
97,2021,1,10,41,45
97,2021,1,11,40,45
97,2021,1,12,40,45
97,2021,1,13,39,45
97,2021,1,14,39,45
97,2021,1,15,38,45
97,2021,1,16,38,45
97,2021,1,17,38,45
97,2021,1,18,37,45
97,2021,1,19,37,45
97,2021,1,20,36,45
97,2021,1,21,36,44
97,2021,1,22,35,44
97,2021,1,23,34,44
97,2021,1,24,34,43
97,2021,1,25,33,43
97,2021,1,26,33,42
97,2021,1,27,32,42
97,2021,1,28,32,41
97,2021,1,29,31,40
97,2021,1,30,31,39
97,2021,1,31,30,39
97,2021,1,32,29,38
97,2021,1,33,29,37
97,2021,1,34,28,36
97,2021,1,35,28,35
97,2021,1,36,27,34
97,2021,1,37,26,33
97,2021,1,38,26,32
97,2021,1,39,25,31
97,2021,1,40,24,30
97,2021,1,41,24,29
97,2021,1,42,23,28
97,2021,1,43,22,27
97,2021,1,44,21,26
97,2021,1,45,20,25
97,2021,1,46,20,24
97,2021,1,47,19,23
97,2021,1,48,18,22
97,2021,1,49,17,20
97,2021,1,50,16,19
97,2021,1,51,16,18
97,2021,1,52,15,17
97,2021,1,53,14,16
97,2021,1,54,13,15
97,2021,1,55,12,14
97,2021,1,56,12,13
97,2021,1,57,11,12
97,2021,1,58,10,12
97,2021,1,59,9,11
97,2021,1,60,9,10
97,2021,1,61,8,9
97,2021,1,62,7,8
97,2021,1,63,7,8
97,2021,1,64,6,7
97,2021,1,65,6,6
97,2021,1,66,5,6
97,2021,1,67,5,5
97,2021,1,68,4,5
97,2021,1,69,4,4
97,2021,1,70,4,4
97,2021,1,71,3,4
97,2021,1,72,3,3
97,2021,1,73,3,3
97,2021,1,74,2,3
97,2021,1,75,2,3
97,2021,1,76,2,3
97,2021,1,77,2,2
97,2021,1,78,2,2
97,2021,1,79,1,2
97,2021,1,80,1,2
97,2021,1,81,1,2
97,2021,1,82,1,2
97,2021,1,83,1,2
97,2021,1,84,1,2
97,2021,1,85,1,2
97,2021,1,86,1,2
97,2021,1,87,1,2
97,2021,1,88,1,2
97,2021,1,89,1,2
97,2021,1,90,1,2
97,2021,1,91,1,2
97,2021,1,92,0,2
97,2021,1,93,0,2
97,2021,1,94,0,2
97,2021,1,95,0,2
97,2021,1,96,0,2
97,2021,1,97,0,2
97,2021,1,98,0,2
97,2021,1,99,0,2
97,2021,1,100,0,2
97,2022,1,0,95,92
97,2022,1,1,90,88
97,2022,1,2,45,43
97,2022,1,3,45,44
97,2022,1,4,44,44
97,2022,1,5,44,44
97,2022,1,6,43,44
97,2022,1,7,43,44
97,2022,1,8,42,44
97,2022,1,9,42,45
97,2022,1,10,41,45
97,2022,1,11,41,45
97,2022,1,12,40,45
97,2022,1,13,40,45
97,2022,1,14,39,45
97,2022,1,15,39,45
97,2022,1,16,38,45
97,2022,1,17,38,45
97,2022,1,18,38,45
97,2022,1,19,37,45
97,2022,1,20,37,45
97,2022,1,21,36,45
97,2022,1,22,36,44
97,2022,1,23,35,44
97,2022,1,24,34,44
97,2022,1,25,34,43
97,2022,1,26,33,43
97,2022,1,27,33,42
97,2022,1,28,32,42
97,2022,1,29,32,41
97,2022,1,30,31,40
97,2022,1,31,31,39
97,2022,1,32,30,39
97,2022,1,33,29,38
97,2022,1,34,29,37
97,2022,1,35,28,36
97,2022,1,36,28,35
97,2022,1,37,27,34
97,2022,1,38,26,33
97,2022,1,39,26,32
97,2022,1,40,25,31
97,2022,1,41,24,30
97,2022,1,42,24,29
97,2022,1,43,23,28
97,2022,1,44,22,27
97,2022,1,45,21,26
97,2022,1,46,20,25
97,2022,1,47,20,24
97,2022,1,48,19,23
97,2022,1,49,18,22
97,2022,1,50,17,20
97,2022,1,51,16,19
97,2022,1,52,16,18
97,2022,1,53,15,17
97,2022,1,54,14,16
97,2022,1,55,13,15
97,2022,1,56,12,14
97,2022,1,57,12,13
97,2022,1,58,11,12
97,2022,1,59,10,12
97,2022,1,60,9,11
97,2022,1,61,9,10
97,2022,1,62,8,9
97,2022,1,63,7,8
97,2022,1,64,7,8
97,2022,1,65,6,7
97,2022,1,66,6,6
97,2022,1,67,5,6
97,2022,1,68,5,5
97,2022,1,69,4,5
97,2022,1,70,4,4
97,2022,1,71,4,4
97,2022,1,72,3,4
97,2022,1,73,3,3
97,2022,1,74,3,3
97,2022,1,75,2,3
97,2022,1,76,2,3
97,2022,1,77,2,3
97,2022,1,78,2,2
97,2022,1,79,2,2
97,2022,1,80,1,2
97,2022,1,81,1,2
97,2022,1,82,1,2
97,2022,1,83,1,2
97,2022,1,84,1,2
97,2022,1,85,1,2
97,2022,1,86,1,2
97,2022,1,87,1,2
97,2022,1,88,1,2
97,2022,1,89,1,2
97,2022,1,90,1,2
97,2022,1,91,1,2
97,2022,1,92,1,2
97,2022,1,93,0,2
97,2022,1,94,0,2
97,2022,1,95,0,2
97,2022,1,96,0,2
97,2022,1,97,0,2
97,2022,1,98,0,2
97,2022,1,99,0,2
97,2022,1,100,0,2
97,2023,1,0,99,97
97,2023,1,1,95,92
97,2023,1,2,90,88
97,2023,1,3,45,43
97,2023,1,4,45,44
97,2023,1,5,44,44
97,2023,1,6,44,44
97,2023,1,7,43,44
97,2023,1,8,43,44
97,2023,1,9,42,44
97,2023,1,10,42,45
97,2023,1,11,41,45
97,2023,1,12,41,45
97,2023,1,13,40,45
97,2023,1,14,40,45
97,2023,1,15,39,45
97,2023,1,16,39,45
97,2023,1,17,38,45
97,2023,1,18,38,45
97,2023,1,19,38,45
97,2023,1,20,37,45
97,2023,1,21,37,45
97,2023,1,22,36,45
97,2023,1,23,36,44
97,2023,1,24,35,44
97,2023,1,25,34,44
97,2023,1,26,34,43
97,2023,1,27,33,43
97,2023,1,28,33,42
97,2023,1,29,32,42
97,2023,1,30,32,41
97,2023,1,31,31,40
97,2023,1,32,31,39
97,2023,1,33,30,39
97,2023,1,34,29,38
97,2023,1,35,29,37
97,2023,1,36,28,36
97,2023,1,37,28,35
97,2023,1,38,27,34
97,2023,1,39,26,33
97,2023,1,40,26,32
97,2023,1,41,25,31
97,2023,1,42,24,30
97,2023,1,43,24,29
97,2023,1,44,23,28
97,2023,1,45,22,27
97,2023,1,46,21,26
97,2023,1,47,20,25
97,2023,1,48,20,24
97,2023,1,49,19,23
97,2023,1,50,18,22
97,2023,1,51,17,20
97,2023,1,52,16,19
97,2023,1,53,16,18
97,2023,1,54,15,17
97,2023,1,55,14,16
97,2023,1,56,13,15
97,2023,1,57,12,14
97,2023,1,58,12,13
97,2023,1,59,11,12
97,2023,1,60,10,12
97,2023,1,61,9,11
97,2023,1,62,9,10
97,2023,1,63,8,9
97,2023,1,64,7,8
97,2023,1,65,7,8
97,2023,1,66,6,7
97,2023,1,67,6,6
97,2023,1,68,5,6
97,2023,1,69,5,5
97,2023,1,70,4,5
97,2023,1,71,4,4
97,2023,1,72,4,4
97,2023,1,73,3,4
97,2023,1,74,3,3
97,2023,1,75,3,3
97,2023,1,76,2,3
97,2023,1,77,2,3
97,2023,1,78,2,3
97,2023,1,79,2,2
97,2023,1,80,2,2
97,2023,1,81,1,2
97,2023,1,82,1,2
97,2023,1,83,1,2
97,2023,1,84,1,2
97,2023,1,85,1,2
97,2023,1,86,1,2
97,2023,1,87,1,2
97,2023,1,88,1,2
97,2023,1,89,1,2
97,2023,1,90,1,2
97,2023,1,91,1,2
97,2023,1,92,1,2
97,2023,1,93,1,2
97,2023,1,94,0,2
97,2023,1,95,0,2
97,2023,1,96,0,2
97,2023,1,97,0,2
97,2023,1,98,0,2
97,2023,1,99,0,2
97,2023,1,100,0,2
97,2024,1,0,98,96
97,2024,1,1,99,97
97,2024,1,2,95,92
97,2024,1,3,90,88
97,2024,1,4,45,43
97,2024,1,5,45,44
97,2024,1,6,44,44
97,2024,1,7,44,44
97,2024,1,8,43,44
97,2024,1,9,43,44
97,2024,1,10,42,44
97,2024,1,11,42,45
97,2024,1,12,41,45
97,2024,1,13,41,45
97,2024,1,14,40,45
97,2024,1,15,40,45
97,2024,1,16,39,45
97,2024,1,17,39,45
97,2024,1,18,38,45
97,2024,1,19,38,45
97,2024,1,20,38,45
97,2024,1,21,37,45
97,2024,1,22,37,45
97,2024,1,23,36,45
97,2024,1,24,36,44
97,2024,1,25,35,44
97,2024,1,26,34,44
97,2024,1,27,34,43
97,2024,1,28,33,43
97,2024,1,29,33,42
97,2024,1,30,32,42
97,2024,1,31,32,41
97,2024,1,32,31,40
97,2024,1,33,31,39
97,2024,1,34,30,39
97,2024,1,35,29,38
97,2024,1,36,29,37
97,2024,1,37,28,36
97,2024,1,38,28,35
97,2024,1,39,27,34
97,2024,1,40,26,33
97,2024,1,41,26,32
97,2024,1,42,25,31
97,2024,1,43,24,30
97,2024,1,44,24,29
97,2024,1,45,23,28
97,2024,1,46,22,27
97,2024,1,47,21,26
97,2024,1,48,20,25
97,2024,1,49,20,24
97,2024,1,50,19,23
97,2024,1,51,18,22
97,2024,1,52,17,20
97,2024,1,53,16,19
97,2024,1,54,16,18
97,2024,1,55,15,17
97,2024,1,56,14,16
97,2024,1,57,13,15
97,2024,1,58,12,14
97,2024,1,59,12,13
97,2024,1,60,11,12
97,2024,1,61,10,12
97,2024,1,62,9,11
97,2024,1,63,9,10
97,2024,1,64,8,9
97,2024,1,65,7,8
97,2024,1,66,7,8
97,2024,1,67,6,7
97,2024,1,68,6,6
97,2024,1,69,5,6
97,2024,1,70,5,5
97,2024,1,71,4,5
97,2024,1,72,4,4
97,2024,1,73,4,4
97,2024,1,74,3,4
97,2024,1,75,3,3
97,2024,1,76,3,3
97,2024,1,77,2,3
97,2024,1,78,2,3
97,2024,1,79,2,3
97,2024,1,80,2,2
97,2024,1,81,2,2
97,2024,1,82,1,2
97,2024,1,83,1,2
97,2024,1,84,1,2
97,2024,1,85,1,2
97,2024,1,86,1,2
97,2024,1,87,1,2
97,2024,1,88,1,2
97,2024,1,89,1,2
97,2024,1,90,1,2
97,2024,1,91,1,2
97,2024,1,92,1,2
97,2024,1,93,1,2
97,2024,1,94,1,2
97,2024,1,95,0,2
97,2024,1,96,0,2
97,2024,1,97,0,2
97,2024,1,98,0,2
97,2024,1,99,0,2
97,2024,1,100,0,2
97,2025,1,0,101,99
97,2025,1,1,98,96
97,2025,1,2,99,97
97,2025,1,3,95,92
97,2025,1,4,90,88
97,2025,1,5,45,43
97,2025,1,6,45,44
97,2025,1,7,44,44
97,2025,1,8,44,44
97,2025,1,9,43,44
97,2025,1,10,43,44
97,2025,1,11,42,44
97,2025,1,12,42,45
97,2025,1,13,41,45
97,2025,1,14,41,45
97,2025,1,15,40,45
97,2025,1,16,40,45
97,2025,1,17,39,45
97,2025,1,18,39,45
97,2025,1,19,38,45
97,2025,1,20,38,45
97,2025,1,21,38,45
97,2025,1,22,37,45
97,2025,1,23,37,45
97,2025,1,24,36,45
97,2025,1,25,36,44
97,2025,1,26,35,44
97,2025,1,27,34,44
97,2025,1,28,34,43
97,2025,1,29,33,43
97,2025,1,30,33,42
97,2025,1,31,32,42
97,2025,1,32,32,41
97,2025,1,33,31,40
97,2025,1,34,31,39
97,2025,1,35,30,39
97,2025,1,36,29,38
97,2025,1,37,29,37
97,2025,1,38,28,36
97,2025,1,39,28,35
97,2025,1,40,27,34
97,2025,1,41,26,33
97,2025,1,42,26,32
97,2025,1,43,25,31
97,2025,1,44,24,30
97,2025,1,45,24,29
97,2025,1,46,23,28
97,2025,1,47,22,27
97,2025,1,48,21,26
97,2025,1,49,20,25
97,2025,1,50,20,24
97,2025,1,51,19,23
97,2025,1,52,18,22
97,2025,1,53,17,20
97,2025,1,54,16,19
97,2025,1,55,16,18
97,2025,1,56,15,17
97,2025,1,57,14,16
97,2025,1,58,13,15
97,2025,1,59,12,14
97,2025,1,60,12,13
97,2025,1,61,11,12
97,2025,1,62,10,12
97,2025,1,63,9,11
97,2025,1,64,9,10
97,2025,1,65,8,9
97,2025,1,66,7,8
97,2025,1,67,7,8
97,2025,1,68,6,7
97,2025,1,69,6,6
97,2025,1,70,5,6
97,2025,1,71,5,5
97,2025,1,72,4,5
97,2025,1,73,4,4
97,2025,1,74,4,4
97,2025,1,75,3,3
97,2025,1,76,3,3
97,2025,1,77,3,3
97,2025,1,78,2,3
97,2025,1,79,2,3
97,2025,1,80,2,3
97,2025,1,81,2,2
97,2025,1,82,2,2
97,2025,1,83,1,2
97,2025,1,84,1,2
97,2025,1,85,1,2
97,2025,1,86,1,2
97,2025,1,87,1,2
97,2025,1,88,1,2
97,2025,1,89,1,2
97,2025,1,90,1,2
97,2025,1,91,1,2
97,2025,1,92,1,2
97,2025,1,93,1,2
97,2025,1,94,1,2
97,2025,1,95,1,2
97,2025,1,96,0,2
97,2025,1,97,0,2
97,2025,1,98,0,2
97,2025,1,99,0,2
97,2025,1,100,0,2
97,2026,1,0,101,99
97,2026,1,1,101,99
97,2026,1,2,98,96
97,2026,1,3,99,97
97,2026,1,4,95,92
97,2026,1,5,90,88
97,2026,1,6,45,43
97,2026,1,7,45,44
97,2026,1,8,44,44
97,2026,1,9,44,44
97,2026,1,10,43,44
97,2026,1,11,43,44
97,2026,1,12,42,44
97,2026,1,13,42,45
97,2026,1,14,41,45
97,2026,1,15,41,45
97,2026,1,16,40,45
97,2026,1,17,40,45
97,2026,1,18,39,45
97,2026,1,19,39,45
97,2026,1,20,38,45
97,2026,1,21,38,45
97,2026,1,22,38,45
97,2026,1,23,37,45
97,2026,1,24,37,45
97,2026,1,25,36,45
97,2026,1,26,36,44
97,2026,1,27,35,44
97,2026,1,28,34,44
97,2026,1,29,34,43
97,2026,1,30,33,43
97,2026,1,31,33,42
97,2026,1,32,32,42
97,2026,1,33,32,41
97,2026,1,34,31,40
97,2026,1,35,31,39
97,2026,1,36,30,39
97,2026,1,37,29,38
97,2026,1,38,29,37
97,2026,1,39,28,36
97,2026,1,40,28,35
97,2026,1,41,27,34
97,2026,1,42,26,33
97,2026,1,43,26,32
97,2026,1,44,25,31
97,2026,1,45,24,30
97,2026,1,46,24,29
97,2026,1,47,23,28
97,2026,1,48,22,27
97,2026,1,49,21,26
97,2026,1,50,20,25
97,2026,1,51,20,24
97,2026,1,52,19,23
97,2026,1,53,18,22
97,2026,1,54,17,20
97,2026,1,55,16,19
97,2026,1,56,16,18
97,2026,1,57,15,17
97,2026,1,58,14,16
97,2026,1,59,13,15
97,2026,1,60,12,14
97,2026,1,61,12,13
97,2026,1,62,11,12
97,2026,1,63,10,12
97,2026,1,64,9,11
97,2026,1,65,9,10
97,2026,1,66,8,9
97,2026,1,67,7,8
97,2026,1,68,7,8
97,2026,1,69,6,7
97,2026,1,70,6,6
97,2026,1,71,5,6
97,2026,1,72,5,5
97,2026,1,73,4,5
97,2026,1,74,4,4
97,2026,1,75,4,4
97,2026,1,76,3,3
97,2026,1,77,3,3
97,2026,1,78,3,3
97,2026,1,79,2,3
97,2026,1,80,2,3
97,2026,1,81,2,3
97,2026,1,82,2,2
97,2026,1,83,2,2
97,2026,1,84,1,2
97,2026,1,85,1,2
97,2026,1,86,1,2
97,2026,1,87,1,2
97,2026,1,88,1,2
97,2026,1,89,1,2
97,2026,1,90,1,2
97,2026,1,91,1,2
97,2026,1,92,1,2
97,2026,1,93,1,2
97,2026,1,94,1,2
97,2026,1,95,1,2
97,2026,1,96,1,2
97,2026,1,97,0,2
97,2026,1,98,0,2
97,2026,1,99,0,2
97,2026,1,100,0,2
